epoch_s,iso_time,value,raw
1763614886.451612,2025-11-20T16:01:26.451612,0.1640285,0.1640285
1763614886.5030482,2025-11-20T16:01:26.503048,0.1640285,0.1640285
1763614886.552317,2025-11-20T16:01:26.552317,0.1640285,0.1640285
1763614886.60299,2025-11-20T16:01:26.602990,0.1640285,0.1640285
1763614886.690609,2025-11-20T16:01:26.690609,0.1638364,0.1638364
1763614886.7029908,2025-11-20T16:01:26.702991,0.1638364,0.1638364
1763614886.7527394,2025-11-20T16:01:26.752739,0.1638364,0.1638364
1763614886.8027403,2025-11-20T16:01:26.802740,0.1638364,0.1638364
1763614886.8521736,2025-11-20T16:01:26.852174,0.1638364,0.1638364
1763614886.902353,2025-11-20T16:01:26.902353,0.1638364,0.1638364
1763614886.989341,2025-11-20T16:01:26.989341,0.1641246,0.1641246
1763614887.0017917,2025-11-20T16:01:27.001792,0.1641246,0.1641246
1763614887.052257,2025-11-20T16:01:27.052257,0.1641246,0.1641246
1763614887.1021566,2025-11-20T16:01:27.102157,0.1641246,0.1641246
1763614887.152569,2025-11-20T16:01:27.152569,0.1641246,0.1641246
1763614887.2020292,2025-11-20T16:01:27.202029,0.1641246,0.1641246
1763614887.2887492,2025-11-20T16:01:27.288749,0.1637296,0.1637296
1763614887.3018053,2025-11-20T16:01:27.301805,0.1637296,0.1637296
1763614887.352111,2025-11-20T16:01:27.352111,0.1637296,0.1637296
1763614887.4028063,2025-11-20T16:01:27.402806,0.1637296,0.1637296
1763614887.4519153,2025-11-20T16:01:27.451915,0.1637296,0.1637296
1763614887.502517,2025-11-20T16:01:27.502517,0.1637296,0.1637296
1763614887.587958,2025-11-20T16:01:27.587958,0.1639431,0.1639431
1763614887.601761,2025-11-20T16:01:27.601761,0.1639431,0.1639431
1763614887.6521597,2025-11-20T16:01:27.652159,0.1639431,0.1639431
1763614887.7023206,2025-11-20T16:01:27.702321,0.1639431,0.1639431
1763614887.7522006,2025-11-20T16:01:27.752201,0.1639431,0.1639431
1763614887.802552,2025-11-20T16:01:27.802552,0.1639431,0.1639431
1763614887.8873436,2025-11-20T16:01:27.887344,0.1636015,0.1636015
1763614887.902135,2025-11-20T16:01:27.902135,0.1636015,0.1636015
1763614887.952005,2025-11-20T16:01:27.952005,0.1636015,0.1636015
1763614888.00221,2025-11-20T16:01:28.002210,0.1636015,0.1636015
1763614888.0520556,2025-11-20T16:01:28.052056,0.1636015,0.1636015
1763614888.1022007,2025-11-20T16:01:28.102201,0.1636015,0.1636015
1763614888.1522589,2025-11-20T16:01:28.152259,0.1636015,0.1636015
1763614888.20217,2025-11-20T16:01:28.202170,0.1636015,0.1636015
1763614888.2522228,2025-11-20T16:01:28.252223,0.1636015,0.1636015
1763614888.336933,2025-11-20T16:01:28.336933,0.1639858,0.1639858
1763614888.3528535,2025-11-20T16:01:28.352854,0.1639858,0.1639858
1763614888.4021883,2025-11-20T16:01:28.402189,0.1639858,0.1639858
1763614888.453478,2025-11-20T16:01:28.453478,0.1639858,0.1639858
1763614888.502512,2025-11-20T16:01:28.502512,0.1639858,0.1639858
1763614888.5524354,2025-11-20T16:01:28.552435,0.1639858,0.1639858
1763614888.6367338,2025-11-20T16:01:28.636734,0.163452,0.163452
1763614888.6523745,2025-11-20T16:01:28.652375,0.163452,0.163452
1763614888.7026818,2025-11-20T16:01:28.702682,0.163452,0.163452
1763614888.7529037,2025-11-20T16:01:28.752904,0.163452,0.163452
1763614888.8022034,2025-11-20T16:01:28.802203,0.163452,0.163452
1763614888.853012,2025-11-20T16:01:28.853012,0.163452,0.163452
1763614888.9361782,2025-11-20T16:01:28.936178,0.1636656,0.1636656
1763614888.952942,2025-11-20T16:01:28.952942,0.1636656,0.1636656
1763614889.0030072,2025-11-20T16:01:29.003007,0.1636656,0.1636656
1763614889.0527334,2025-11-20T16:01:29.052733,0.1636656,0.1636656
1763614889.1026175,2025-11-20T16:01:29.102618,0.1636656,0.1636656
