TimeStep,Elapsed_us,L_Gait_Index,R_Gait_Index,RightHip_pos_deg,RightHip_spd_eRPM,RightHip_spd_mech_RPM,RightHip_current_A,RightHip_temp_C,RightHip_err_code,RightHip_err_text,RightKnee_pos_deg,RightKnee_spd_eRPM,RightKnee_spd_mech_RPM,RightKnee_current_A,RightKnee_temp_C,RightKnee_err_code,RightKnee_err_text,LeftKnee_pos_deg,LeftKnee_spd_eRPM,LeftKnee_spd_mech_RPM,LeftKnee_current_A,LeftKnee_temp_C,LeftKnee_err_code,LeftKnee_err_text,LeftHip_pos_deg,LeftHip_spd_eRPM,LeftHip_spd_mech_RPM,LeftHip_current_A,LeftHip_temp_C,LeftHip_err_code,LeftHip_err_text
50,2730314,51,1,0.0,0.0,0.0,0.0,0,0,OK,11.5,-540.0,-25.714,4.85,32,0,OK,0.0,0.0,0.0,0.0,0,0,OK,12.9,-10.0,-0.476,1.99,38,0,OK
55,2932314,56,6,0.0,0.0,0.0,0.0,0,0,OK,9.3,-590.0,-28.095,3.04,32,0,OK,0.0,0.0,0.0,0.0,0,0,OK,12.3,-270.0,-12.857,-0.87,38,0,OK
60,3134314,61,11,0.0,0.0,0.0,0.0,0,0,OK,4.8,-790.0,-37.619,1.84,32,0,OK,0.0,0.0,0.0,0.0,0,0,OK,10.0,-530.0,-25.238,-0.12,38,0,OK
65,3336314,66,16,0.0,0.0,0.0,0.0,0,0,OK,6.2,1570.0,74.762,3.01,32,0,OK,0.0,0.0,0.0,0.0,0,0,OK,5.8,-720.0,-34.286,-0.54,38,0,OK
70,3538314,71,21,0.0,0.0,0.0,0.0,0,0,OK,19.3,2360.0,112.381,5.22,32,0,OK,0.0,0.0,0.0,0.0,0,0,OK,0.7,-810.0,-38.571,-0.5,38,0,OK
75,3740314,76,26,0.0,0.0,0.0,0.0,0,0,OK,33.1,1980.0,94.286,7.31,32,0,OK,0.0,0.0,0.0,0.0,0,0,OK,-3.4,-390.0,-18.571,1.1,38,0,OK
80,3942314,81,31,0.0,0.0,0.0,0.0,0,0,OK,44.8,1440.0,68.571,7.66,32,0,OK,0.0,0.0,0.0,0.0,0,0,OK,-5.8,-180.0,-8.571,3.86,38,0,OK
85,4144314,86,36,0.0,0.0,0.0,0.0,0,0,OK,51.2,410.0,19.524,6.47,32,0,OK,-8.1,-40.0,-1.905,3.46,31,0,OK,-6.1,-40.0,-1.905,4.77,38,0,OK
90,4346314,91,41,-6.8,-120.0,-5.714,0.47,41,0,OK,51.3,190.0,9.048,6.18,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-10.4,-540.0,-25.714,9.1,38,0,OK
95,4548314,96,46,-7.4,-490.0,-23.333,0.41,41,0,OK,34.7,-2460.0,-117.143,-3.32,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-13.8,-500.0,-23.81,7.93,38,0,OK
100,4750314,1,51,-7.4,-490.0,-23.333,0.41,41,0,OK,22.1,-1890.0,-90.0,-2.4,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-15.8,-110.0,-5.238,5.84,38,0,OK
105,4952314,6,56,-7.4,-490.0,-23.333,0.41,41,0,OK,14.2,-1080.0,-51.429,-1.27,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-16.2,0.0,0.0,7.13,38,0,OK
110,5154314,11,61,-7.4,-490.0,-23.333,0.41,41,0,OK,10.6,-180.0,-8.571,0.49,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-15.8,270.0,12.857,8.94,38,0,OK
115,5356314,16,66,-7.4,-490.0,-23.333,0.41,41,0,OK,9.7,0.0,0.0,-0.18,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-13.8,360.0,17.143,10.07,38,0,OK
120,5558314,21,71,-7.4,-490.0,-23.333,0.41,41,0,OK,9.7,0.0,0.0,0.38,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-9.9,600.0,28.571,9.46,38,0,OK
125,5760314,26,76,-7.4,-490.0,-23.333,0.41,41,0,OK,9.7,0.0,0.0,1.56,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-6.9,210.0,10.0,5.06,38,0,OK
130,5962314,31,81,-7.4,-490.0,-23.333,0.41,41,0,OK,10.0,0.0,0.0,3.3,32,0,OK,-8.2,-10.0,-0.476,3.71,31,0,OK,-2.2,720.0,34.286,-1.65,38,0,OK
135,6164314,36,86,-7.4,-490.0,-23.333,0.41,41,0,OK,11.0,430.0,20.476,3.78,32,0,OK,-48.8,-100.0,-4.762,5.33,31,0,OK,-1.0,700.0,33.333,1.06,38,0,OK
140,6366314,41,91,15.5,570.0,27.143,10.1,41,0,OK,11.4,300.0,14.286,3.79,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,14.3,1020.0,48.571,0.01,38,0,OK
145,6568314,46,96,16.4,520.0,24.762,9.67,41,0,OK,14.0,190.0,9.048,4.42,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,18.1,290.0,13.81,1.17,38,0,OK
150,6770314,51,1,16.4,520.0,24.762,9.67,41,0,OK,14.1,-40.0,-1.905,2.52,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,17.1,-330.0,-15.714,0.44,38,0,OK
155,6972314,56,6,16.4,520.0,24.762,9.67,41,0,OK,9.9,-1120.0,-53.333,3.21,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,12.0,-1130.0,-53.81,-1.78,38,0,OK
160,7174314,61,11,16.4,520.0,24.762,9.67,41,0,OK,3.1,-1220.0,-58.095,3.62,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,5.9,-800.0,-38.095,2.94,38,0,OK
165,7376314,66,16,16.4,520.0,24.762,9.67,41,0,OK,3.7,1370.0,65.238,4.91,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,1.6,-390.0,-18.571,3.06,38,0,OK
170,7578314,71,21,16.4,520.0,24.762,9.67,41,0,OK,18.1,2720.0,129.524,5.88,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,0.0,-40.0,-1.905,0.21,38,0,OK
175,7780314,76,26,16.4,520.0,24.762,9.67,41,0,OK,34.0,2300.0,109.524,6.05,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,-0.3,0.0,0.0,3.91,38,0,OK
180,7982314,81,31,16.4,520.0,24.762,9.67,41,0,OK,47.1,1560.0,74.286,5.68,32,0,OK,-48.7,90.0,4.286,5.15,31,0,OK,-1.7,-210.0,-10.0,6.79,38,0,OK
185,8184314,86,36,16.4,520.0,24.762,9.67,41,0,OK,52.1,-10.0,-0.476,6.21,32,0,OK,-7.9,-300.0,-14.286,3.16,31,0,OK,-2.4,-280.0,-13.333,7.04,38,0,OK
190,8386314,91,41,-8.8,-1010.0,-48.095,-2.03,41,0,OK,52.0,-230.0,-10.952,6.47,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-13.0,-980.0,-46.667,6.47,38,0,OK
195,8588314,96,46,-10.2,-860.0,-40.952,1.77,41,0,OK,33.3,-2390.0,-113.81,-4.47,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-17.4,-440.0,-20.952,5.3,38,0,OK
200,8790314,1,51,-10.2,-860.0,-40.952,1.77,41,0,OK,21.6,-1880.0,-89.524,-2.81,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-17.7,140.0,6.667,5.01,38,0,OK
205,8992314,6,56,-10.2,-860.0,-40.952,1.77,41,0,OK,14.4,-930.0,-44.286,-1.14,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-15.0,500.0,23.81,8.43,38,0,OK
210,9194314,11,61,-10.2,-860.0,-40.952,1.77,41,0,OK,11.7,-350.0,-16.667,0.17,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-13.1,450.0,21.429,11.78,38,0,OK
215,9396314,16,66,-10.2,-860.0,-40.952,1.77,41,0,OK,10.8,-340.0,-16.19,0.33,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-12.2,10.0,0.476,10.21,38,0,OK
220,9598314,21,71,-10.2,-860.0,-40.952,1.77,41,0,OK,9.7,-20.0,-0.952,0.41,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-10.8,160.0,7.619,8.02,38,0,OK
225,9800314,26,76,-10.2,-860.0,-40.952,1.77,41,0,OK,8.9,20.0,0.952,2.12,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-9.1,160.0,7.619,3.46,38,0,OK
230,10002314,31,81,-10.2,-860.0,-40.952,1.77,41,0,OK,8.9,10.0,0.476,4.01,32,0,OK,-8.3,-190.0,-9.048,3.72,31,0,OK,-3.8,1050.0,50.0,-1.21,38,0,OK
235,10204314,36,86,-10.2,-860.0,-40.952,1.77,41,0,OK,10.9,210.0,10.0,4.04,32,0,OK,-48.6,0.0,0.0,5.78,31,0,OK,-2.2,1140.0,54.286,-0.69,39,0,OK
240,10406314,41,91,18.1,900.0,42.857,7.88,42,0,OK,11.5,420.0,20.0,3.83,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,16.1,1140.0,54.286,-1.57,38,0,OK
245,10608314,46,96,19.2,720.0,34.286,7.61,42,0,OK,15.4,190.0,9.048,3.65,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,19.4,0.0,0.0,1.4,38,0,OK
250,10810314,51,1,19.2,720.0,34.286,7.61,42,0,OK,14.6,-660.0,-31.429,2.89,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,16.8,-690.0,-32.857,-0.08,38,0,OK
255,11012314,56,6,19.2,720.0,34.286,7.61,42,0,OK,9.6,-1010.0,-48.095,3.53,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,10.7,-1140.0,-54.286,-2.76,38,0,OK
260,11214314,61,11,19.2,720.0,34.286,7.61,42,0,OK,2.3,-1160.0,-55.238,3.77,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,4.8,-810.0,-38.571,4.04,38,0,OK
265,11416314,66,16,19.2,720.0,34.286,7.61,42,0,OK,3.5,1400.0,66.667,5.2,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,1.6,-110.0,-5.238,2.68,38,0,OK
270,11618314,71,21,19.2,720.0,34.286,7.61,42,0,OK,18.5,2660.0,126.667,5.41,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,0.9,-40.0,-1.905,0.41,38,0,OK
275,11820314,76,26,19.2,720.0,34.286,7.61,42,0,OK,34.7,2410.0,114.762,5.6,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,0.5,-20.0,-0.952,4.56,38,0,OK
280,12022314,81,31,19.2,720.0,34.286,7.61,42,0,OK,47.5,1540.0,73.333,5.66,32,0,OK,-48.4,140.0,6.667,5.72,31,0,OK,-1.8,-370.0,-17.619,6.11,38,0,OK
285,12224314,86,36,19.2,720.0,34.286,7.61,42,0,OK,51.6,-40.0,-1.905,6.56,32,0,OK,-8.2,-250.0,-11.905,3.13,31,0,OK,-2.7,-500.0,-23.81,6.72,38,0,OK
290,12426314,91,41,-10.4,-930.0,-44.286,3.16,42,0,OK,51.5,-170.0,-8.095,6.72,32,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-14.0,-950.0,-45.238,5.87,38,0,OK
295,12628314,96,46,-11.7,-920.0,-43.81,2.99,42,0,OK,33.2,-2320.0,-110.476,-4.14,33,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-17.5,-420.0,-20.0,5.6,38,0,OK
300,12830314,1,51,-11.7,-920.0,-43.81,2.99,42,0,OK,21.7,-1820.0,-86.667,-2.26,33,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-16.8,440.0,20.952,5.68,38,0,OK
305,13032314,6,56,-11.7,-920.0,-43.81,2.99,42,0,OK,14.8,-870.0,-41.429,-0.86,33,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-14.4,300.0,14.286,8.52,38,0,OK
310,13234314,11,61,-11.7,-920.0,-43.81,2.99,42,0,OK,11.9,-290.0,-13.81,0.34,33,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-13.0,50.0,2.381,11.09,38,0,OK
315,13436314,16,66,-11.7,-920.0,-43.81,2.99,42,0,OK,10.6,-370.0,-17.619,0.22,33,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-12.7,10.0,0.476,9.88,38,0,OK
320,13638314,21,71,-11.7,-920.0,-43.81,2.99,42,0,OK,9.5,-60.0,-2.857,0.52,33,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-11.4,250.0,11.905,7.57,38,0,OK
325,13840314,26,76,-11.7,-920.0,-43.81,2.99,42,0,OK,8.7,0.0,0.0,2.28,33,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-9.1,370.0,17.619,3.34,38,0,OK
330,14042314,31,81,-11.7,-920.0,-43.81,2.99,42,0,OK,8.9,60.0,2.857,3.86,33,0,OK,-8.5,-140.0,-6.667,3.38,31,0,OK,-3.3,960.0,45.714,-1.07,38,0,OK
335,14244314,36,86,-11.7,-920.0,-43.81,2.99,42,0,OK,11.2,370.0,17.619,3.64,33,0,OK,-48.2,40.0,1.905,6.03,32,0,OK,-1.6,1260.0,60.0,-1.07,38,0,OK
340,14446314,41,91,18.9,720.0,34.286,7.46,42,0,OK,11.8,390.0,18.571,3.83,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,16.2,1080.0,51.429,-1.18,38,0,OK
345,14648314,46,96,20.0,810.0,38.571,7.38,42,0,OK,15.4,100.0,4.762,3.67,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,19.0,-20.0,-0.952,1.01,38,0,OK
350,14850314,51,1,20.0,810.0,38.571,7.38,42,0,OK,14.2,-790.0,-37.619,3.16,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,16.4,-860.0,-40.952,-0.59,38,0,OK
355,15052314,56,6,20.0,810.0,38.571,7.38,42,0,OK,9.3,-1080.0,-51.429,3.75,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,10.5,-1140.0,-54.286,-2.67,38,0,OK
360,15254314,61,11,20.0,810.0,38.571,7.38,42,0,OK,2.3,-1130.0,-53.81,3.93,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,5.0,-770.0,-36.667,4.1,38,0,OK
365,15456314,66,16,20.0,810.0,38.571,7.38,42,0,OK,3.8,1520.0,72.381,4.75,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,2.0,-120.0,-5.714,2.3,38,0,OK
370,15658314,71,21,20.0,810.0,38.571,7.38,42,0,OK,18.6,2740.0,130.476,5.22,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,1.2,-40.0,-1.905,0.63,38,0,OK
375,15860314,76,26,20.0,810.0,38.571,7.38,42,0,OK,34.7,2440.0,116.19,5.58,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,0.5,-90.0,-4.286,4.24,38,0,OK
380,16062314,81,31,20.0,810.0,38.571,7.38,42,0,OK,47.4,1500.0,71.429,5.77,33,0,OK,-48.0,290.0,13.81,5.72,32,0,OK,-2.1,-530.0,-25.238,6.24,38,0,OK
385,16264314,86,36,20.0,810.0,38.571,7.38,42,0,OK,51.6,0.0,0.0,6.51,33,0,OK,-8.2,-320.0,-15.238,3.05,32,0,OK,-3.0,-630.0,-30.0,6.16,39,0,OK
390,16466314,91,41,-10.4,-870.0,-41.429,2.99,42,0,OK,51.6,-50.0,-2.381,6.31,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-14.0,-920.0,-43.81,5.86,38,0,OK
395,16668314,96,46,-11.7,-880.0,-41.905,2.99,42,0,OK,33.3,-2390.0,-113.81,-4.39,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-17.3,-270.0,-12.857,5.76,38,0,OK
400,16870314,1,51,-11.7,-880.0,-41.905,2.99,42,0,OK,21.8,-1830.0,-87.143,-2.5,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-16.7,280.0,13.333,6.34,39,0,OK
405,17072314,6,56,-11.7,-880.0,-41.905,2.99,42,0,OK,14.8,-880.0,-41.905,-0.75,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-14.2,400.0,19.048,8.43,39,0,OK
410,17274314,11,61,-11.7,-880.0,-41.905,2.99,42,0,OK,11.9,-260.0,-12.381,0.32,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-13.0,350.0,16.667,11.36,39,0,OK
415,17476314,16,66,-11.7,-880.0,-41.905,2.99,42,0,OK,10.6,-220.0,-10.476,0.08,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-12.8,-20.0,-0.952,9.95,39,0,OK
420,17678314,21,71,-11.7,-880.0,-41.905,2.99,42,0,OK,9.5,-60.0,-2.857,0.58,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-11.4,200.0,9.524,7.62,39,0,OK
425,17880314,26,76,-11.7,-880.0,-41.905,2.99,42,0,OK,8.7,0.0,0.0,2.27,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-9.1,260.0,12.381,3.6,39,0,OK
430,18082314,31,81,-11.7,-880.0,-41.905,2.99,42,0,OK,8.9,80.0,3.81,3.85,33,0,OK,-8.5,-190.0,-9.048,3.16,32,0,OK,-3.3,940.0,44.762,-1.38,39,0,OK
435,18284314,36,86,-11.7,-880.0,-41.905,2.99,42,0,OK,11.3,440.0,20.952,3.67,33,0,OK,-48.3,70.0,3.333,5.98,32,0,OK,-1.6,1230.0,58.571,-1.14,39,0,OK
440,18486314,41,91,18.8,710.0,33.81,7.6,43,0,OK,11.8,310.0,14.762,3.84,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,16.1,1090.0,51.905,-1.47,39,0,OK
445,18688314,46,96,19.9,820.0,39.048,7.02,43,0,OK,15.3,40.0,1.905,3.58,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,19.0,0.0,0.0,1.04,39,0,OK
450,18890314,51,1,19.9,820.0,39.048,7.02,43,0,OK,14.2,-770.0,-36.667,3.18,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,16.4,-840.0,-40.0,-0.6,39,0,OK
455,19092314,56,6,19.9,820.0,39.048,7.02,43,0,OK,9.3,-1080.0,-51.429,3.85,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,10.6,-1120.0,-53.333,-2.88,39,0,OK
460,19294314,61,11,19.9,820.0,39.048,7.02,43,0,OK,2.4,-1170.0,-55.714,3.85,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,5.1,-790.0,-37.619,3.81,39,0,OK
465,19496314,66,16,19.9,820.0,39.048,7.02,43,0,OK,3.8,1520.0,72.381,4.83,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,2.0,-110.0,-5.238,2.42,39,0,OK
470,19698314,71,21,19.9,820.0,39.048,7.02,43,0,OK,18.6,2730.0,130.0,5.24,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,1.0,-30.0,-1.429,0.5,39,0,OK
475,19900314,76,26,19.9,820.0,39.048,7.02,43,0,OK,34.7,2420.0,115.238,5.61,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,0.4,-20.0,-0.952,4.43,39,0,OK
480,20102314,81,31,19.9,820.0,39.048,7.02,43,0,OK,47.3,1490.0,70.952,5.75,33,0,OK,-48.0,330.0,15.714,5.75,32,0,OK,-2.1,-430.0,-20.476,6.31,39,0,OK
485,20304314,86,36,19.9,820.0,39.048,7.02,43,0,OK,51.6,0.0,0.0,6.52,33,0,OK,-8.2,-310.0,-14.762,2.83,32,0,OK,-3.0,-620.0,-29.524,6.23,39,0,OK
490,20506314,91,41,-10.3,-850.0,-40.476,2.74,43,0,OK,51.6,-40.0,-1.905,6.24,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-13.9,-920.0,-43.81,6.36,39,0,OK
495,20708314,96,46,-11.6,-880.0,-41.905,2.99,43,0,OK,33.3,-2310.0,-110.0,-4.27,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-17.3,-290.0,-13.81,5.74,39,0,OK
500,20910314,1,51,-11.6,-880.0,-41.905,2.99,43,0,OK,21.8,-1830.0,-87.143,-2.47,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-16.8,140.0,6.667,5.76,39,0,OK
505,21112314,6,56,-11.6,-880.0,-41.905,2.99,43,0,OK,14.8,-890.0,-42.381,-0.86,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-14.4,340.0,16.19,8.59,39,0,OK
510,21314314,11,61,-11.6,-880.0,-41.905,2.99,43,0,OK,11.8,-260.0,-12.381,0.18,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-13.1,380.0,18.095,11.27,39,0,OK
515,21516314,16,66,-11.6,-880.0,-41.905,2.99,43,0,OK,10.6,-170.0,-8.095,0.23,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-12.7,20.0,0.952,9.98,39,0,OK
520,21718314,21,71,-11.6,-880.0,-41.905,2.99,43,0,OK,9.5,-50.0,-2.381,0.62,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-11.4,140.0,6.667,7.85,39,0,OK
525,21920314,26,76,-11.6,-880.0,-41.905,2.99,43,0,OK,8.7,20.0,0.952,2.25,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-9.1,240.0,11.429,3.6,39,0,OK
530,22122314,31,81,-11.6,-880.0,-41.905,2.99,43,0,OK,8.9,100.0,4.762,3.93,33,0,OK,-8.5,-180.0,-8.571,3.0,32,0,OK,-3.3,930.0,44.286,1.13,39,0,OK
535,22324314,36,86,-11.6,-880.0,-41.905,2.99,43,0,OK,11.3,350.0,16.667,3.53,33,0,OK,-48.4,10.0,0.476,5.88,32,0,OK,-1.6,1240.0,59.048,-1.24,39,0,OK
540,22526314,41,91,18.8,740.0,35.238,7.24,43,0,OK,11.8,390.0,18.571,3.79,33,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,16.1,1080.0,51.429,-1.39,39,0,OK
545,22728314,46,96,19.8,830.0,39.524,7.26,43,0,OK,15.3,40.0,1.905,3.61,33,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,19.0,0.0,0.0,1.07,39,0,OK
550,22930314,51,1,19.8,830.0,39.524,7.26,43,0,OK,14.2,-780.0,-37.143,3.1,33,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,16.5,-810.0,-38.571,-0.43,39,0,OK
555,23132314,56,6,19.8,830.0,39.524,7.26,43,0,OK,9.3,-1080.0,-51.429,3.88,33,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,10.7,-1110.0,-52.857,-2.94,39,0,OK
560,23334314,61,11,19.8,830.0,39.524,7.26,43,0,OK,2.4,-1200.0,-57.143,3.85,33,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,5.0,-800.0,-38.095,3.91,39,0,OK
565,23536314,66,16,19.8,830.0,39.524,7.26,43,0,OK,3.8,1510.0,71.905,4.84,34,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,2.0,-120.0,-5.714,2.53,39,0,OK
570,23738314,71,21,19.8,830.0,39.524,7.26,43,0,OK,18.6,2740.0,130.476,5.24,34,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,1.0,-30.0,-1.429,0.52,39,0,OK
575,23940314,76,26,19.8,830.0,39.524,7.26,43,0,OK,34.7,2430.0,115.714,5.57,34,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,0.4,-20.0,-0.952,4.43,39,0,OK
580,24142314,81,31,19.8,830.0,39.524,7.26,43,0,OK,47.3,1500.0,71.429,5.75,34,0,OK,-48.2,70.0,3.333,5.63,32,0,OK,-2.1,-460.0,-21.905,6.38,39,0,OK
585,24344314,86,36,19.8,830.0,39.524,7.26,43,0,OK,51.6,0.0,0.0,6.54,34,0,OK,-8.2,-270.0,-12.857,2.87,32,0,OK,-3.0,-630.0,-30.0,6.06,39,0,OK
590,24546314,91,41,-10.4,-840.0,-40.0,2.86,43,0,OK,51.6,-30.0,-1.429,6.29,34,0,OK,-8.5,-220.0,-10.476,2.99,32,0,OK,-13.9,-920.0,-43.81,6.2,39,0,OK
595,24748314,96,46,-11.6,-880.0,-41.905,2.89,43,0,OK,33.3,-2330.0,-110.952,-4.27,34,0,OK,-8.5,-220.0,-10.476,2.99,32,0,OK,-17.3,-290.0,-13.81,5.9,39,0,OK
600,24950314,1,51,-11.6,-880.0,-41.905,2.89,43,0,OK,21.8,-1820.0,-86.667,-2.32,34,0,OK,-8.5,-220.0,-10.476,2.99,32,0,OK,-16.8,130.0,6.19,5.68,39,0,OK
605,25152314,6,56,-11.6,-880.0,-41.905,2.89,43,0,OK,14.8,-880.0,-41.905,-0.83,34,0,OK,-8.5,-220.0,-10.476,2.99,32,0,OK,-14.3,360.0,17.143,8.73,39,0,OK
