epoch_s,iso_time,value,raw
1763097249.8677118,2025-11-14T16:14:09.867712,0.1526891,1.526891E-01
1763097249.914593,2025-11-14T16:14:09.914593,0.1526891,1.526891E-01
1763097249.9646528,2025-11-14T16:14:09.964653,0.1526891,1.526891E-01
1763097250.0540915,2025-11-14T16:14:10.054091,0.1527823,1.527823E-01
1763097250.065249,2025-11-14T16:14:10.065249,0.1527823,1.527823E-01
1763097250.1155345,2025-11-14T16:14:10.115535,0.1527823,1.527823E-01
1763097250.1665523,2025-11-14T16:14:10.166552,0.1527823,1.527823E-01
1763097250.2152221,2025-11-14T16:14:10.215222,0.1527823,1.527823E-01
1763097250.2648764,2025-11-14T16:14:10.264876,0.1527823,1.527823E-01
1763097250.3530886,2025-11-14T16:14:10.353089,0.1520757,1.520757E-01
1763097250.365459,2025-11-14T16:14:10.365459,0.1520757,1.520757E-01
1763097250.4152658,2025-11-14T16:14:10.415266,0.1520757,1.520757E-01
1763097250.4657164,2025-11-14T16:14:10.465716,0.1520757,1.520757E-01
1763097250.5154111,2025-11-14T16:14:10.515411,0.1520757,1.520757E-01
1763097250.5655127,2025-11-14T16:14:10.565513,0.1520757,1.520757E-01
1763097250.615602,2025-11-14T16:14:10.615602,0.1520757,1.520757E-01
1763097250.6650205,2025-11-14T16:14:10.665020,0.1520757,1.520757E-01
1763097250.7152355,2025-11-14T16:14:10.715235,0.1520757,1.520757E-01
1763097250.803387,2025-11-14T16:14:10.803387,0.1523678,1.523678E-01
1763097250.8154302,2025-11-14T16:14:10.815430,0.1523678,1.523678E-01
1763097250.8655283,2025-11-14T16:14:10.865528,0.1523678,1.523678E-01
1763097250.9155335,2025-11-14T16:14:10.915534,0.1523678,1.523678E-01
1763097250.9652104,2025-11-14T16:14:10.965210,0.1523678,1.523678E-01
1763097251.0149353,2025-11-14T16:14:11.014935,0.1523678,1.523678E-01
1763097251.1016273,2025-11-14T16:14:11.101627,0.1629648,1.629648E-01
1763097251.116022,2025-11-14T16:14:11.116022,0.1629648,1.629648E-01
1763097251.1660128,2025-11-14T16:14:11.166013,0.1629648,1.629648E-01
1763097251.2147644,2025-11-14T16:14:11.214764,0.1629648,1.629648E-01
1763097251.2650015,2025-11-14T16:14:11.265002,0.1629648,1.629648E-01
1763097251.3157458,2025-11-14T16:14:11.315746,0.1629648,1.629648E-01
1763097251.4002106,2025-11-14T16:14:11.400211,0.8848265,8.848265E-01
1763097251.415538,2025-11-14T16:14:11.415538,0.8848265,8.848265E-01
1763097251.4653857,2025-11-14T16:14:11.465386,0.8848265,8.848265E-01
1763097251.5149806,2025-11-14T16:14:11.514981,0.8848265,8.848265E-01
1763097251.5654404,2025-11-14T16:14:11.565440,0.8848265,8.848265E-01
1763097251.6152854,2025-11-14T16:14:11.615285,0.8848265,8.848265E-01
1763097251.6987047,2025-11-14T16:14:11.698705,0.3787486,3.787486E-01
1763097251.7150598,2025-11-14T16:14:11.715060,0.3787486,3.787486E-01
1763097251.7653255,2025-11-14T16:14:11.765326,0.3787486,3.787486E-01
1763097251.815566,2025-11-14T16:14:11.815566,0.3787486,3.787486E-01
1763097251.864737,2025-11-14T16:14:11.864737,0.3787486,3.787486E-01
1763097251.915006,2025-11-14T16:14:11.915006,0.3787486,3.787486E-01
1763097251.965071,2025-11-14T16:14:11.965071,0.3787486,3.787486E-01
1763097252.0147116,2025-11-14T16:14:12.014712,0.3787486,3.787486E-01
1763097252.0645857,2025-11-14T16:14:12.064586,0.3787486,3.787486E-01
1763097252.1475215,2025-11-14T16:14:12.147521,0.4090517,4.090517E-01
1763097252.1650395,2025-11-14T16:14:12.165040,0.4090517,4.090517E-01
1763097252.2148147,2025-11-14T16:14:12.214815,0.4090517,4.090517E-01
1763097252.265952,2025-11-14T16:14:12.265952,0.4090517,4.090517E-01
1763097252.3149145,2025-11-14T16:14:12.314914,0.4090517,4.090517E-01
1763097252.365108,2025-11-14T16:14:12.365108,0.4090517,4.090517E-01
1763097252.4465797,2025-11-14T16:14:12.446580,0.3763221,3.763221E-01
1763097252.4652135,2025-11-14T16:14:12.465214,0.3763221,3.763221E-01
1763097252.5158525,2025-11-14T16:14:12.515852,0.3763221,3.763221E-01
1763097252.5658104,2025-11-14T16:14:12.565810,0.3763221,3.763221E-01
1763097252.6144779,2025-11-14T16:14:12.614478,0.3763221,3.763221E-01
1763097252.6647744,2025-11-14T16:14:12.664774,0.3763221,3.763221E-01
1763097252.745891,2025-11-14T16:14:12.745891,0.3947482,3.947482E-01
1763097252.7657874,2025-11-14T16:14:12.765787,0.3947482,3.947482E-01
1763097252.8147573,2025-11-14T16:14:12.814757,0.3947482,3.947482E-01
1763097252.8647544,2025-11-14T16:14:12.864754,0.3947482,3.947482E-01
1763097252.914801,2025-11-14T16:14:12.914801,0.3947482,3.947482E-01
1763097252.9654698,2025-11-14T16:14:12.965470,0.3947482,3.947482E-01
1763097253.045003,2025-11-14T16:14:13.045003,0.4210126,4.210126E-01
1763097253.0660572,2025-11-14T16:14:13.066057,0.4210126,4.210126E-01
1763097253.1153595,2025-11-14T16:14:13.115360,0.4210126,4.210126E-01
1763097253.1660855,2025-11-14T16:14:13.166085,0.4210126,4.210126E-01
1763097253.215595,2025-11-14T16:14:13.215595,0.4210126,4.210126E-01
1763097253.2656968,2025-11-14T16:14:13.265697,0.4210126,4.210126E-01
1763097253.3440256,2025-11-14T16:14:13.344026,0.4719309,4.719309E-01
1763097253.3652763,2025-11-14T16:14:13.365276,0.4719309,4.719309E-01
